IncidentID,AgencyName,County,RdwyNumber,Street,RoadwayName,StreetSfx,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,KABCO Code,KABCO,RT_UNIQUE
17598409,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,,OWINGSVILLE,RD,38.0895131,-83.8980532,8.738,4/30/2016,1604,2,2,0,2,RAINING,WET,FALSE,REAR END - OTHER,REAR END,CURVE & LEVEL,DAYLIGHT,3,B,087-US-0060  -000
17598410,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,4670,LEVEE,RD,37.9773818,-83.9383819,4.563,4/28/2016,1626,1,1,0,0,RAINING,WET,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0011  -000
17598412,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,4220,CAMARGO,RD,37.9947273,-83.8893177,14.941,9/26/2015,1521,2,2,0,4,CLOUDY,DRY,FALSE,OTHER ROADWAY OR MID-BLOCK COLLISION,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,3,B,087-US-0460  -000
17598424,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,MCCROSKEY,WAY,38.035175,-83.9730723,0.113,4/29/2016,1723,2,2,0,0,CLEAR,DRY,TRUE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & GRADE,DAYLIGHT,5,O,087-CR-1229A -000
17601293,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.0673415,-83.9554267,0.72,4/20/2016,1354,2,2,0,0,CLOUDY,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING RIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
17601294,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,RD,38.0761356,-83.9490527,8.149,5/1/2016,1440,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING RIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
17601295,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.0575493,-83.9424711,9.485,5/3/2016,701,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & GRADE,DAWN,5,O,087-US-0460  -000
17617538,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.0653032,-83.9451468,8.917,4/25/2016,1255,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,5,O,087-US-0460  -000
17617539,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.0785524,-83.9495196,7.967,5/1/2016,1445,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,5,O,087-US-0460  -000
17617540,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.0734105,-83.9511393,0.172,5/9/2016,953,2,2,0,1,CLOUDY,WET,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,3,B,087-KY-0686  -000
17631857,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,RD,38.0737394,-83.9480418,8.314,5/11/2016,753,2,2,0,0,CLEAR,DRY,FALSE,REAR END - OTHER,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
17631858,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,VANCE,DR,38.0743841,-83.9514606,0.055,5/9/2016,943,2,2,0,0,CLOUDY,WET,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1115  -000
17650496,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,OLD OWINGSVILLE,RD,38.0733272,-83.9127129,0.838,3/9/2016,738,2,2,0,0,CLOUDY,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CR-1029  -000
17650497,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,MAYSVILLE,RD,38.1027272,-83.953643,11.066,3/18/2016,701,1,1,0,0,CLOUDY,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,5,O,087-KY-0011  -000
17650499,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,CAMARGO,RD,38.0019457,-83.899943,14.137,4/1/2016,1136,2,2,0,1,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,4,C,087-US-0460  -000
17650500,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,MAYSVILLE,RD,38.1296125,-83.9588689,12.996,3/27/2016,2142,2,2,0,0,RAINING,WET,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/ON,5,O,087-KY-0011  -000
17650502,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0646,,KIDDVILLE,RD,38.0070501,-83.9543025,11.287,4/22/2016,643,2,2,0,0,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & HILLCREST,DAWN,5,O,087-KY-0646  -000
17650503,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,,OWINGSVILLE,RD,38.0747766,-83.9186669,7.187,4/27/2016,631,2,2,0,0,RAINING,WET,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAWN,5,O,087-US-0060  -000
17650507,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,OREAR,RD,37.9433413,-83.9656936,2.351,5/3/2016,1732,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,CURVE & LEVEL,DAYLIGHT,5,O,087-CR-1221  -000
17650508,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,I 0064,,,,38.0865594,-83.9157388,111.546,5/7/2016,831,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-I -0064  -000
17650509,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,EDGELAWN,DR,38.0751219,-83.9105694,0.004,5/7/2016,1231,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CR-1022D -000
17650510,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0686,,INDIAN MOUND DR MT STERLING,BYP,38.0409633,-83.9411572,3.126,5/5/2016,1545,2,2,0,1,RAINING,WET,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DAYLIGHT,3,B,087-KY-0686  -000
17650511,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,9880,LEVEE,RD,37.9264486,-83.9138112,0.508,5/5/2016,1947,1,1,0,0,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,5,O,087-KY-0011  -000
17650512,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,3060,OWINGSVILLE,RD,38.085868,-83.8998273,8.467,5/10/2016,630,3,3,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0060  -000
17650513,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY1991,,HINKSTON,PIKE,38.0844664,-83.9256978,1.856,5/6/2016,1226,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-1991  -000
17650518,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,LEVEE,RD,37.9353726,-83.9237477,1.336,5/13/2016,1113,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & HILLCREST,DAYLIGHT,5,O,087-KY-0011  -000
17650520,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,STEPSTONE,RD,38.086422,-83.8831379,0.786,5/14/2016,2220,2,2,0,0,CLOUDY,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-CR-1008  -000
17650521,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,,WINCHESTER,RD,38.0442997,-83.990703,2.266,5/15/2016,845,1,1,0,0,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,5,O,087-US-0060  -000
17650522,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,PARIS,RD,38.0985444,-83.9991984,4.405,5/15/2016,600,1,1,0,0,CLEAR,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & GRADE,DARK (UNKNOWN ROADWAY LIGHTING),5,O,087-US-0460  -000
17650523,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,1530,SCIENCE RIDGE,RD,37.9872974,-83.816835,1.051,5/11/2016,500,1,1,0,1,RAINING,WET,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,3,B,087-CR-1107  -000
17651670,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,696,INDIAN MOUND,DR,38.073414,-83.9509509,0.161,5/11/2016,1751,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
17673560,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND DR MT STERLING,BYP,38.0740985,-83.9483288,0,5/17/2016,2117,2,2,0,0,RAINING,WET,FALSE,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DUSK,5,O,087-KY-0686  -000
17673561,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0011,,LEVEE,RD,38.0412714,-83.9478523,9.249,5/19/2016,1547,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0011  -000
17678013,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0060,,MAIN,ST,38.0569184,-83.9399008,5.252,5/20/2016,1008,2,2,0,1,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DAYLIGHT,2,A,087-US-0060  -000
17678014,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,503,MAYSVILLE,ST,38.0679258,-83.9459993,8.73,5/21/2016,1136,2,2,0,0,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,5,O,087-US-0460  -000
17685403,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,183,DEVONNE,DR,38.0420393,-83.9702332,0.36,5/8/2016,1611,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CR-1229H -000
17685404,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,LEVEE,RD,37.9712223,-83.9353147,4.143,5/12/2016,1716,4,4,0,0,RAINING,WET,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,CURVE & LEVEL,DAYLIGHT,5,O,087-KY-0011  -000
17685405,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.0714503,-83.9167073,6.016,5/10/2016,1953,2,2,0,3,CLOUDY,WET,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,2,A,087-KY-0686  -000
17685406,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,MAYSVILLE,RD,38.1290496,-83.9588788,12.957,5/14/2016,2050,2,2,0,3,CLOUDY,DRY,FALSE,HEAD-ON COLLISION,HEAD ON,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,3,B,087-KY-0011  -000
17685408,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,PARIS,RD,38.1190254,-84.052047,1.026,5/17/2016,2115,1,1,0,0,CLOUDY,WET,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,5,O,087-US-0460  -000
17685409,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0713,9500,SPENCER,PIKE,38.0209695,-83.778954,16.517,5/18/2016,1101,1,1,0,0,RAINING,WET,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,5,O,087-KY-0713  -000
17685410,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0460,,MAIN,ST,37.9681495,-83.8222458,19.061,5/21/2016,235,1,1,0,0,CLOUDY,WET,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & GRADE,DARK-HWY NOT LIGHTED,5,O,087-US-0460  -000
17685414,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0713,,SPENCER,PIKE,38.0237876,-83.8272996,13.562,5/21/2016,2053,1,1,0,0,CLEAR,DRY,FALSE,COLLISION WITH ANIMAL NON INTERSECTION,SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK-HWY NOT LIGHTED,5,O,087-KY-0713  -000
17701378,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.0672952,-83.9551726,0.719,5/25/2016,1519,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
17704847,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,ST,38.0755913,-83.9488459,8.177,5/27/2016,1110,2,2,0,0,CLEAR,DRY,FALSE,VEHICLE BACKING IN INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
17710261,"KY STATE POLICE, POST 08",MONTGOMERY,US0460,,MAYSVILLE,ST,38.0637696,-83.9446804,9.028,5/28/2016,1513,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
17712934,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,810,INDIAN MOUND,DR,38.062025,-83.9554896,1.088,5/24/2016,1551,3,3,0,3,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,3,B,087-KY-0686  -000
17718536,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,QUEEN,ST,38.0603394,-83.9402502,0.232,5/29/2016,1705,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1080  -000
17718537,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.0412358,-83.9478771,2.766,5/31/2016,1700,2,2,0,0,CLEAR,DRY,FALSE,REAR END - OTHER,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
17731290,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,600,MAYSVILLE,RD,38.0876803,-83.9500412,7.325,5/30/2016,1639,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
17731291,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,499,INDIAN MOUND,DR,38.0709436,-83.9548858,0.438,5/31/2016,1726,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
17736382,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,VANCE,DR,38.0737443,-83.9512227,0.022,5/23/2016,1445,2,2,0,0,CLEAR,DRY,FALSE,REAR END - OTHER,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1115  -000
17736383,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,RD,38.0788768,-83.9495231,7.968,6/3/2016,2206,2,2,0,2,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DUSK,4,C,087-US-0460  -000
17736384,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,499,INDIAN MOUND,DR,38.0676602,-83.955456,0.699,6/3/2016,1331,2,2,0,0,CLEAR,DRY,FALSE,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
17747189,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,,MAYSVILLE,RD,38.0766403,-83.9492341,8.099,6/4/2016,1720,2,2,0,0,CLOUDY,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
17747190,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0460,703,MAYSVILLE,ST,38.0764955,-83.9491845,8.112,6/3/2016,1800,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
17747191,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.067342,-83.9554249,0.72,6/5/2016,1905,2,2,0,0,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
17749047,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,810,INDIAN MOUND,DR,38.06211667,-83.95546667,1.082,5/24/2016,1551,2,2,0,2,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,3,B,087-KY-0686  -000
17758762,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0060,,MAIN,ST,38.0561389,-83.9432711,5.058,1/15/2016,2139,2,2,0,0,CLEAR,WET,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,5,O,087-US-0060  -000
17758763,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,499,INDIAN MOUND,DR,38.0676877,-83.9556274,0.698,6/4/2016,1500,2,2,0,0,CLOUDY,DRY,FALSE,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
17758764,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,MADISON SPRINGS,,38.0501673,-83.9538322,0.086,6/7/2016,2005,2,2,0,0,CLEAR,DRY,FALSE,OPPOSITE DIRECTION - BOTH VEHICLES GOING STRAIGHT AHEAD,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & HILLCREST,DAYLIGHT,5,O,087-CS-1150  -000
17758775,"KY STATE POLICE, POST 08",MONTGOMERY,US0460,,MAYSVILLE,ST,38.0750621,-83.948695,8.292,6/5/2016,1028,3,3,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0460  -000
17766565,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,527,APPLEWOOD,LN,38.0669115,-83.9339816,0.134,6/3/2016,1237,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1171  -000
17766566,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.0673972,-83.9554244,0.717,6/4/2016,1421,2,2,0,1,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,2,A,087-KY-0686  -000
17766567,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,810,INDIAN MOUND,DR,38.0631675,-83.9553919,1.013,6/9/2016,854,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - OPPOSITE DIRECTION,SIDESWIPE-OPPOSITE DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
17770514,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,COMMONWEALTH,DR,38.0673407,-83.9554438,0.001,6/9/2016,1549,2,2,0,0,CLEAR,DRY,FALSE,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1181  -000
17774053,"KY STATE POLICE, POST 08",MONTGOMERY,US0460,,CAMARGO,RD,38.0219698,-83.9160014,12.446,6/11/2016,2006,2,2,0,0,CLEAR,DRY,TRUE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & GRADE,DAYLIGHT,5,O,087-US-0460  -000
17778018,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,,,COMMONWEALTH,DR,38.0673884,-83.9565877,0.063,6/11/2016,1242,2,2,0,0,CLEAR,DRY,FALSE,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & GRADE,DAYLIGHT,5,O,087-CS-1181  -000
17778019,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,US0060,,MAIN,ST,38.0568343,-83.940852,5.201,6/13/2016,1124,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-US-0060  -000
17781636,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,,INDIAN MOUND,DR,38.0739795,-83.9494696,0.07,6/13/2016,1047,2,2,0,0,CLEAR,DRY,FALSE,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
17786973,MT. STERLING POLICE DEPARTMENT,MONTGOMERY,KY0686,810,INDIAN MOUND,DR,38.0614294,-83.9555718,1.13,6/14/2016,1258,2,2,0,0,CLEAR,DRY,FALSE,VEHICLE BACKING NON INTERSECTION,BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0686  -000
17793454,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,US0060,,OWINGSVILLE,RD,38.0789924,-83.9088207,7.777,4/20/2016,559,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAWN,5,O,087-US-0060  -000
17793455,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,OLD FOGG,PIKE,38.031651,-83.9718968,0.276,5/18/2016,1721,1,1,0,0,CLOUDY,DRY,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,5,O,087-CR-1229D -000
17793456,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0213,,BEDFORD,RD,38.0011953,-83.8358234,7.286,5/20/2016,1152,2,2,0,0,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & HILLCREST,DAYLIGHT,5,O,087-KY-0213  -000
17793457,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,313,LEGEND,DR,38.0780651,-83.8997905,0.062,5/23/2016,1938,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),BACKING,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CR-1021L -000
17793458,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,OLD OWINGSVILLE,RD,38.0751175,-83.908828,0.593,5/26/2016,810,1,1,0,0,CLOUDY,WET,FALSE,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,5,O,087-CR-1029  -000
17793460,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,,,ALEXA,DR,38.0655304,-83.9551728,0.018,5/30/2016,1759,2,2,0,0,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-CS-1064  -000
17793461,MONTGOMERY CTY SHERIFF DEPT,MONTGOMERY,KY0011,,LEVEE,RD,38.036432,-83.9499614,8.922,5/30/2016,1439,2,2,0,0,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,5,O,087-KY-0011  -000
